"○ 월.분기.연간 인구동향(출생,사망,혼인,이혼) [명, 건]",,,
행정구역별,종류별,시점,"출생,사망,혼인,이혼"
전국,자연증가건수(명),2021.10 월,-7001
전국,자연증가건수(명),2021.11 월,-8537
전국,자연증가건수(명),2021.12 월,-14485
전국,자연증가건수(명),2022.01 월,-5205
전국,자연증가건수(명),2022.02 월,-8591
전국,자연증가건수(명),2022.03 월,-21616
전국,자연증가건수(명),2022.04 월,-15517
전국,자연증가건수(명),2022.05 월,-8832
전국,자연증가건수(명),2022.06 월,-5995
전국,자연증가건수(명),2022.07 월,-5598
전국,자연증가건수(명),2022.08 월,-8258
전국,자연증가건수(명),2022.09 월,-7315
전국,자연증가건수(명),2022.10 월,-9144
전국,자연증가건수(명),2022.11 월,-11175
전국,자연증가건수(명),2022.12 월,-16507
전국,자연증가율(천명당),2000.01 월,9.3
전국,자연증가율(천명당),2000.02 월,9.7
전국,자연증가율(천명당),2000.03 월,9.5
전국,자연증가율(천명당),2000.04 월,8.4
전국,자연증가율(천명당),2000.05 월,8.1
전국,자연증가율(천명당),2000.06 월,7.2
전국,자연증가율(천명당),2000.07 월,7.2
전국,자연증가율(천명당),2000.08 월,7.6
전국,자연증가율(천명당),2000.09 월,8.4
전국,자연증가율(천명당),2000.10 월,8.1
전국,자연증가율(천명당),2000.11 월,8
전국,자연증가율(천명당),2000.12 월,7.3
전국,자연증가율(천명당),2001.01 월,8.8
전국,자연증가율(천명당),2001.02 월,8.2
전국,자연증가율(천명당),2001.03 월,8
전국,자연증가율(천명당),2001.04 월,6.9
전국,자연증가율(천명당),2001.05 월,6.5
전국,자연증가율(천명당),2001.06 월,5.9
전국,자연증가율(천명당),2001.07 월,5.6
전국,자연증가율(천명당),2001.08 월,6
전국,자연증가율(천명당),2001.09 월,6.7
전국,자연증가율(천명당),2001.10 월,5.8
전국,자연증가율(천명당),2001.11 월,5.6
전국,자연증가율(천명당),2001.12 월,5.2
전국,자연증가율(천명당),2002.01 월,6.9
전국,자연증가율(천명당),2002.02 월,6.8
전국,자연증가율(천명당),2002.03 월,6.5
전국,자연증가율(천명당),2002.04 월,5.8
전국,자연증가율(천명당),2002.05 월,5.3
전국,자연증가율(천명당),2002.06 월,4.7
전국,자연증가율(천명당),2002.07 월,5.1
전국,자연증가율(천명당),2002.08 월,4.9
전국,자연증가율(천명당),2002.09 월,5
전국,자연증가율(천명당),2002.10 월,4.4
전국,자연증가율(천명당),2002.11 월,3.9
전국,자연증가율(천명당),2002.12 월,3
전국,자연증가율(천명당),2003.01 월,5.8
전국,자연증가율(천명당),2003.02 월,6.1
전국,자연증가율(천명당),2003.03 월,6.2
전국,자연증가율(천명당),2003.04 월,5.8
전국,자연증가율(천명당),2003.05 월,5
전국,자연증가율(천명당),2003.06 월,4.5
전국,자연증가율(천명당),2003.07 월,4.5
전국,자연증가율(천명당),2003.08 월,4.4
전국,자연증가율(천명당),2003.09 월,5.4
전국,자연증가율(천명당),2003.10 월,5.2
전국,자연증가율(천명당),2003.11 월,4.9
전국,자연증가율(천명당),2003.12 월,4.2
전국,자연증가율(천명당),2004.01 월,6
전국,자연증가율(천명당),2004.02 월,5.4
전국,자연증가율(천명당),2004.03 월,5.6
전국,자연증가율(천명당),2004.04 월,4.9
전국,자연증가율(천명당),2004.05 월,4.4
전국,자연증가율(천명당),2004.06 월,4.3
전국,자연증가율(천명당),2004.07 월,4.5
전국,자연증가율(천명당),2004.08 월,4.5
전국,자연증가율(천명당),2004.09 월,5
전국,자연증가율(천명당),2004.10 월,4.8
전국,자연증가율(천명당),2004.11 월,4.3
전국,자연증가율(천명당),2004.12 월,3.5
전국,자연증가율(천명당),2005.01 월,4.7
전국,자연증가율(천명당),2005.02 월,4.5
전국,자연증가율(천명당),2005.03 월,4.6
전국,자연증가율(천명당),2005.04 월,3.9
전국,자연증가율(천명당),2005.05 월,3.6
전국,자연증가율(천명당),2005.06 월,3.7
전국,자연증가율(천명당),2005.07 월,3.7
전국,자연증가율(천명당),2005.08 월,4
전국,자연증가율(천명당),2005.09 월,4.6
전국,자연증가율(천명당),2005.10 월,3.9
전국,자연증가율(천명당),2005.11 월,3.7
전국,자연증가율(천명당),2005.12 월,2.7
전국,자연증가율(천명당),2006.01 월,4.6
전국,자연증가율(천명당),2006.02 월,4.9
전국,자연증가율(천명당),2006.03 월,4.8
전국,자연증가율(천명당),2006.04 월,4.3
전국,자연증가율(천명당),2006.05 월,4.2
전국,자연증가율(천명당),2006.06 월,4.1
전국,자연증가율(천명당),2006.07 월,3.8
전국,자연증가율(천명당),2006.08 월,4.2
전국,자연증가율(천명당),2006.09 월,4.7
전국,자연증가율(천명당),2006.10 월,4.4
전국,자연증가율(천명당),2006.11 월,4
전국,자연증가율(천명당),2006.12 월,3.2
전국,자연증가율(천명당),2007.01 월,5
전국,자연증가율(천명당),2007.02 월,5.3
전국,자연증가율(천명당),2007.03 월,5.5
전국,자연증가율(천명당),2007.04 월,4.9
전국,자연증가율(천명당),2007.05 월,4.7
전국,자연증가율(천명당),2007.06 월,4.5
전국,자연증가율(천명당),2007.07 월,4.8
전국,자연증가율(천명당),2007.08 월,5.8
전국,자연증가율(천명당),2007.09 월,6.2
전국,자연증가율(천명당),2007.10 월,5.8
전국,자연증가율(천명당),2007.11 월,5.1
전국,자연증가율(천명당),2007.12 월,3.6
전국,자연증가율(천명당),2008.01 월,6
전국,자연증가율(천명당),2008.02 월,4.7
전국,자연증가율(천명당),2008.03 월,4.5
전국,자연증가율(천명당),2008.04 월,4.6
전국,자연증가율(천명당),2008.05 월,4.1
전국,자연증가율(천명당),2008.06 월,4
전국,자연증가율(천명당),2008.07 월,4.5
전국,자연증가율(천명당),2008.08 월,4.4
전국,자연증가율(천명당),2008.09 월,5.3
전국,자연증가율(천명당),2008.10 월,4.4
전국,자연증가율(천명당),2008.11 월,3.8
전국,자연증가율(천명당),2008.12 월,3.1
전국,자연증가율(천명당),2009.01 월,5.1
전국,자연증가율(천명당),2009.02 월,4.6
전국,자연증가율(천명당),2009.03 월,4.5
전국,자연증가율(천명당),2009.04 월,4.1
전국,자연증가율(천명당),2009.05 월,3.4
전국,자연증가율(천명당),2009.06 월,3.6
전국,자연증가율(천명당),2009.07 월,3.9
전국,자연증가율(천명당),2009.08 월,3.9
전국,자연증가율(천명당),2009.09 월,4.7
전국,자연증가율(천명당),2009.10 월,4
전국,자연증가율(천명당),2009.11 월,3.4
전국,자연증가율(천명당),2009.12 월,2.8
전국,자연증가율(천명당),2010.01 월,4.9
전국,자연증가율(천명당),2010.02 월,4.5
전국,자연증가율(천명당),2010.03 월,4.6
전국,자연증가율(천명당),2010.04 월,4.2
전국,자연증가율(천명당),2010.05 월,3.7
전국,자연증가율(천명당),2010.06 월,3.8
전국,자연증가율(천명당),2010.07 월,3.9
전국,자연증가율(천명당),2010.08 월,4.2
전국,자연증가율(천명당),2010.09 월,5.3
전국,자연증가율(천명당),2010.10 월,4.9
전국,자연증가율(천명당),2010.11 월,4.7
전국,자연증가율(천명당),2010.12 월,2.9
전국,자연증가율(천명당),2011.01 월,5.6
전국,자연증가율(천명당),2011.02 월,4.5
전국,자연증가율(천명당),2011.03 월,4.9
전국,자연증가율(천명당),2011.04 월,4.6
전국,자연증가율(천명당),2011.05 월,4.1
전국,자연증가율(천명당),2011.06 월,3.9
전국,자연증가율(천명당),2011.07 월,4.2
전국,자연증가율(천명당),2011.08 월,4.4
전국,자연증가율(천명당),2011.09 월,4.5
전국,자연증가율(천명당),2011.10 월,3.9
전국,자연증가율(천명당),2011.11 월,3.9
전국,자연증가율(천명당),2011.12 월,2.7
전국,자연증가율(천명당),2012.01 월,4.9
전국,자연증가율(천명당),2012.02 월,3.9
전국,자연증가율(천명당),2012.03 월,4.5
전국,자연증가율(천명당),2012.04 월,4.4
전국,자연증가율(천명당),2012.05 월,4.2
전국,자연증가율(천명당),2012.06 월,4.3
전국,자연증가율(천명당),2012.07 월,4.6
전국,자연증가율(천명당),2012.08 월,4.8
전국,자연증가율(천명당),2012.09 월,5.2
전국,자연증가율(천명당),2012.10 월,4.4
전국,자연증가율(천명당),2012.11 월,4
전국,자연증가율(천명당),2012.12 월,2.6
전국,자연증가율(천명당),2013.01 월,4.7
전국,자연증가율(천명당),2013.02 월,3.8
전국,자연증가율(천명당),2013.03 월,3.3
전국,자연증가율(천명당),2013.04 월,3.5
전국,자연증가율(천명당),2013.05 월,3.2
전국,자연증가율(천명당),2013.06 월,3.1
전국,자연증가율(천명당),2013.07 월,3.6
전국,자연증가율(천명당),2013.08 월,3.5
전국,자연증가율(천명당),2013.09 월,3.8
전국,자연증가율(천명당),2013.10 월,3.1
전국,자연증가율(천명당),2013.11 월,2.6
전국,자연증가율(천명당),2013.12 월,2
전국,자연증가율(천명당),2014.01 월,4.1
전국,자연증가율(천명당),2014.02 월,3.5
전국,자연증가율(천명당),2014.03 월,3.2
전국,자연증가율(천명당),2014.04 월,3.7
전국,자연증가율(천명당),2014.05 월,3.1
전국,자연증가율(천명당),2014.06 월,3.3
전국,자연증가율(천명당),2014.07 월,3.6
전국,자연증가율(천명당),2014.08 월,3.6
전국,자연증가율(천명당),2014.09 월,4
전국,자연증가율(천명당),2014.10 월,3.2
전국,자연증가율(천명당),2014.11 월,2.4
전국,자연증가율(천명당),2014.12 월,2
전국,자연증가율(천명당),2015.01 월,4
전국,자연증가율(천명당),2015.02 월,3.2
전국,자연증가율(천명당),2015.03 월,3.2
전국,자연증가율(천명당),2015.04 월,3.5
전국,자연증가율(천명당),2015.05 월,3.1
전국,자연증가율(천명당),2015.06 월,3.4
전국,자연증가율(천명당),2015.07 월,3.5
전국,자연증가율(천명당),2015.08 월,3.2
전국,자연증가율(천명당),2015.09 월,3.6
전국,자연증가율(천명당),2015.10 월,3.2
전국,자연증가율(천명당),2015.11 월,2.6
전국,자연증가율(천명당),2015.12 월,2
전국,자연증가율(천명당),2016.01 월,3.4
전국,자연증가율(천명당),2016.02 월,2.5
전국,자연증가율(천명당),2016.03 월,3
전국,자연증가율(천명당),2016.04 월,2.9
전국,자연증가율(천명당),2016.05 월,2.6
전국,자연증가율(천명당),2016.06 월,2.7
전국,자연증가율(천명당),2016.07 월,2.7
전국,자연증가율(천명당),2016.08 월,2.6
전국,자연증가율(천명당),2016.09 월,2.9
전국,자연증가율(천명당),2016.10 월,1.8
전국,자연증가율(천명당),2016.11 월,1.7
전국,자연증가율(천명당),2016.12 월,0.5
전국,자연증가율(천명당),2017.01 월,2
전국,자연증가율(천명당),2017.02 월,1.9
전국,자연증가율(천명당),2017.03 월,2.1
전국,자연증가율(천명당),2017.04 월,1.7
전국,자연증가율(천명당),2017.05 월,1.5
전국,자연증가율(천명당),2017.06 월,1.6
전국,자연증가율(천명당),2017.07 월,1.6
전국,자연증가율(천명당),2017.08 월,1.7
전국,자연증가율(천명당),2017.09 월,1.8
전국,자연증가율(천명당),2017.10 월,0.7
전국,자연증가율(천명당),2017.11 월,0.6
전국,자연증가율(천명당),2017.12 월,-0.4
전국,자연증가율(천명당),2018.01 월,0.1
전국,자연증가율(천명당),2018.02 월,0.7
전국,자연증가율(천명당),2018.03 월,1.1
전국,자연증가율(천명당),2018.04 월,0.9
전국,자연증가율(천명당),2018.05 월,0.9
전국,자연증가율(천명당),2018.06 월,0.9
전국,자연증가율(천명당),2018.07 월,0.7
전국,자연증가율(천명당),2018.08 월,0.8
전국,자연증가율(천명당),2018.09 월,0.7
전국,자연증가율(천명당),2018.10 월,0.3
전국,자연증가율(천명당),2018.11 월,0.3
전국,자연증가율(천명당),2018.12 월,-0.9
전국,자연증가율(천명당),2019.01 월,0.7
전국,자연증가율(천명당),2019.02 월,0.7
전국,자연증가율(천명당),2019.03 월,0.5
전국,자연증가율(천명당),2019.04 월,0.5
전국,자연증가율(천명당),2019.05 월,0.1
전국,자연증가율(천명당),2019.06 월,0.2
전국,자연증가율(천명당),2019.07 월,0.5
전국,자연증가율(천명당),2019.08 월,0.2
전국,자연증가율(천명당),2019.09 월,0.1
전국,자연증가율(천명당),2019.10 월,0
전국,자연증가율(천명당),2019.11 월,-0.4
전국,자연증가율(천명당),2019.12 월,-1.3
전국,자연증가율(천명당),2020.01 월,-0.4
전국,자연증가율(천명당),2020.02 월,-0.7
전국,자연증가율(천명당),2020.03 월,-0.4
전국,자연증가율(천명당),2020.04 월,-0.3
전국,자연증가율(천명당),2020.05 월,-0.3
전국,자연증가율(천명당),2020.06 월,-0.4
전국,자연증가율(천명당),2020.07 월,-0.2
전국,자연증가율(천명당),2020.08 월,-0.7
전국,자연증가율(천명당),2020.09 월,-0.2
전국,자연증가율(천명당),2020.10 월,-1.1
전국,자연증가율(천명당),2020.11 월,-1.3
전국,자연증가율(천명당),2020.12 월,-1.7
전국,자연증가율(천명당),2021.01 월,-0.5
전국,자연증가율(천명당),2021.02 월,-0.6
전국,자연증가율(천명당),2021.03 월,-0.6
전국,자연증가율(천명당),2021.04 월,-0.6
전국,자연증가율(천명당),2021.05 월,-0.8
전국,자연증가율(천명당),2021.06 월,-0.7
전국,자연증가율(천명당),2021.07 월,-0.8
전국,자연증가율(천명당),2021.08 월,-0.8
전국,자연증가율(천명당),2021.09 월,-0.9
전국,자연증가율(천명당),2021.10 월,-1.6
